site_id,latitude,longitude,avg_sales
9D5800215ACCD74411E2392EDBCD9F8D,"60,200422","32,660777",2665.47825174825
8AEF000C29AA063211DEA376995FB504,"59,57346","30,1687",2722.40195804196
8AEF000C29AA063211DEA370B206D4A5,"59,83457","30,37275",3484.5449528301833
B3C60025B3DEFD1411E1CA81C5B44D25,"59,41952","28,75891",3551.835734265734
B7BB00215ACCD74411E2CCFD9E35C4A2,"55,67462","37,43946",3672.454471831
9F8300237DF16DDC11E63705B5A1908A,"59,90389","31,08841",3804.4987762237724
8AEF000C29AA063211DE9E0DD8AB3EA1,"59,87498","29,80635",3950.7730633802785
A0C200215ACCD74411E17186EB1A3F1D,"59,08563","29,91716",4086.9234615384653
8AEF000C29AA063211DE9E0DE43F3DC9,"60,12956","30,12129",4137.514090909091
B3C60025B3DEFD1411E1CA8B9051F836,"59,7985","30,66636",4172.254895104898
A3B3D8D385ACDF0C11E2EB0468350E89,"54,73686","38,15596",4305.49258741258
88F3000C29AA063211DE993DA6B96A18,"60,11687","30,19082",4310.967377622367
A3B3D8D385ACDF0C11E2EA2B2F4AFDB9,"56,4035","36,64876",4456.890594405591
B70500215ACCD74411E2D4C48E9F5130,"55,90683","37,57469",4597.192676056395
A3B3D8D385ACDF0C11E2EB03DE2017C5,"54,73679","38,15841",4736.202027972035
A3B3D8D385ACDF0C11E2EAFE27B40C8D,"55,53242","37,76928",4883.7089788732155
B70500215ACCD74411E2D405643BAF08,"55,86041","37,34809",4959.485543859681
B7BB00215ACCD74411E2CD032EDA84AF,"55,61581","37,61429",5039.078850174285
B7BB00215ACCD74411E2CD04B71FF7BB,"55,67267","37,45778",5075.81311787073
B7BB00215ACCD74411E2CE7A117ADFCB,"55,77859","37,69736",5097.190473684232
A3B3D8D385ACDF0C11E2EAF9544D82B3,"55,80548","37,61931",5147.448581818186
8AEF000C29AA063211DE9E0DE43F3DB1,"59,909387","30,444633",5241.492763157917
A3B3D8D385ACDF0C11E2EAFA70DF524B,"55,83629","37,50363",5285.397851851926
B7BB00215ACCD74411E2CD04DD3EA0A1,"55,64713","37,59096",5294.659333333403
8AEF000C29AA063211DE9E0DEFB8F1B1,"59,824708","30,553322",5323.320874125863
A3B3D8D385ACDF0C11E2EB057A0980FB,"54,98649","37,31851",5333.739335664332
B7BB00215ACCD74411E2CCF7F6388016,"55,67117","37,44788",5444.683026819935
B5F8D8D385ACDF0C11E2DCD8E7BE0184,"55,1239","38,80822",5468.58531468535
A0C200215ACCD74411E17186EB1A3F19,"59,52247","29,96152",5481.801398601395
88F3000C29AA063211DE993DA6B96A1B,"60,10521","30,2487",5528.2911888111785
8AEF000C29AA063211DE9E0DE43F3DA1,"59,70317","30,35866",5605.716514084517
B7BB00215ACCD74411E2CD037BA946AA,"55,63478","37,54324",5683.846249999983
B01F00215ACCD74411E08CF5570BA4B8,"60,19257","30,08504",5686.200804195798
A3B3D8D385ACDF0C11E2EA36E12C4D6E,"56,37366","36,68177",5809.645489510539
A3B3D8D385ACDF0C11E2EAF99CF3969D,"55,86345","37,54241",5850.621461187242
88F3000C29AA063211DE993DA6B969F3,"59,98872","30,36805",5867.979195804202
B7BB00215ACCD74411E2CD15169D0015,"55,65863","37,72349",6019.538102766842
B70500215ACCD74411E2D7EC3FF3EDA5,"55,76746","37,40399",6020.125150214601
B70500215ACCD74411E2D4CC13F1F91E,"55,88554","37,67391",6023.3551916377
B7BB00215ACCD74411E2CCF9AB7BC503,"55,67781","37,48141",6039.754596491221
B7BB00215ACCD74411E2CCF7595897DF,"55,49931","37,57265",6040.8201408450805
A0C200215ACCD74411E183A0DEDA2CCC,"60,091596","30,496695",6044.83185314686
A3B3D8D385ACDF0C11E2E7CCBDF75646,"55,83365","38,34788",6047.378218181986
A3B3D8D385ACDF0C11E2E7CBF531B54C,"55,28626","37,12236",6139.5227727272495
B70500215ACCD74411E2D7EA0C3B28F3,"55,72421","37,38212",6160.393976378015
88F3000C29AA063211DE993DA6B96A1E,"59,90147","29,76854",6171.273776223777
B7BB00215ACCD74411E2D1CA6FD81513,"55,77466","37,55924",6174.22255244757
B7BB00215ACCD74411E2CE80214789B4,"55,79328","37,65383",6176.110108303322
8AEF000C29AA063211DE9E0DEFB8F1B5,"61,01613","30,14571",6206.655069930077
8AEF000C29AA063211DEA370B206D4B1,"59,82722","30,41842",6373.65342657343
80EB005056AE680411E6798CD2753860,"55,65236","37,65682",6381.257762237546
B7BB00215ACCD74411E2D1C93026F325,"55,84981","37,67408",6382.934626334545
8AEF000C29AA063211DE9E0DE43F3DB5,"60,00852","29,73712",6405.192771929825
B7BB00215ACCD74411E2D1C8CE4E3675,"55,86615","37,62631",6428.547282230024
B70500215ACCD74411E2D4BDD543ED59,"55,69504","37,66566",6431.185384615371
8AEF000C29AA063211DEA376995FB4FC,"60,01961","30,43382",6458.83304999997
B7BB00215ACCD74411E2CCE207F56ACC,"55,87437","37,46827",6467.173179104545
B70500215ACCD74411E2D4B5F1838C4D,"55,84924","37,40349",6491.575248226961
A3B3D8D385ACDF0C11E2DE35E6CB6E68,"55,67861","37,48446",6512.991333333407
A3B3D8D385ACDF0C11E2EAF9F7FE19BB,"55,87461","37,52811",6609.543761061978
B5F8D8D385ACDF0C11E2DCD7A6F487DE,"55,12238","38,80811",6631.087377622433
88F3000C29AA063211DE993DA6B96A0A,"59,75822","30,48113",6684.552807017575
A3B3D8D385ACDF0C11E30994ADD23083,"56,00454","37,83042",6691.173043478228
8AEF000C29AA063211DE9E0DD8AB3E81,"60,08133","29,95801",6728.016573426538
8AEF000C29AA063211DE9E0DD8AB3E99,"59,96158","30,47089",6738.706083916088
B7BB00215ACCD74411E2CD0480C7F9FA,"55,64467","37,56092",6755.096818181748
A4F6D8D385ACDF0C11E470C179BA4E79,"55,76263","38,94159",6783.555664335594
A0C200215ACCD74411E17186EB1A3F21,"59,87847","30,44641",6889.334125874118
B70500215ACCD74411E2D3E9974FAC66,"55,72627","37,49458",6908.1518181817555
B70500215ACCD74411E2D7ED54C40F54,"55,75171","37,49422",6923.5896774194
B5F8D8D385ACDF0C11E2DCE76DB96C6B,"55,57156","36,69556",6954.821608391686
A3B3D8D385ACDF0C11E2EB08DEE23AFB,"59,41356","31,11239",6975.768041958021
B5F8D8D385ACDF0C11E2DCE1CA06DA08,"55,96723","37,89231",7056.957663551393
B7BB00215ACCD74411E2CCFB741724BD,"55,65768","37,51995",7125.01564912286
8AEF000C29AA063211DE9E0DD8AB3E7D,"59,85793","30,00302",7167.099263157906
A3B3D8D385ACDF0C11E2EAF70CFBC6B9,"55,65217","37,54667",7171.291013986031
B7BB00215ACCD74411E2CD1322DFE724,"55,59677","37,62015",7223.708473895678
8AEF000C29AA063211DE9E0DE43F3DCD,"60,01699","30,37991",7316.544813084056
B7BB00215ACCD74411E2CC493053F4AE,"55,31161","37,55202",7481.6604979253525
B70500215ACCD74411E2D7E48B7EADA3,"55,73689","37,51184",7547.093881118781
B7BB00215ACCD74411E2CDAD30CEFAA4,"55,58524","37,59965",7566.698118466801
A3B3D8D385ACDF0C11E30F195060122E,"55,58512","38,23755",7582.292070175523
8AEF000C29AA063211DE9E0DD8AB3E75,"59,92413","29,7092",7620.057167832147
8AEF000C29AA063211DE9E0DEFB8F1A9,"59,83532","30,43017",7680.678741258734
B70500215ACCD74411E2D3E87BA9844F,"55,84707","37,66936",7731.319927797895
88F3000C29AA063211DE993DA6B96A07,"59,75692","30,4793",7746.133146853174
B5F8D8D385ACDF0C11E2DCD4713489D2,"54,93661","37,52784",7789.233566433651
8AEF000C29AA063211DE9E0DD8AB3E89,"59,71123","30,43682",7864.579895104902
A3B3D8D385ACDF0C11E2EB0820087CC1,"59,41707","31,10408",7975.579755244734
B5F8D8D385ACDF0C11E2DCD4B605E402,"55,92491","37,99821",8002.9183333336005
B7BB00215ACCD74411E2CCFA1ADEFF26,"55,66265","37,50724",8080.296553191528
A3B3D8D385ACDF0C11E2EAFAAA301DF3,"55,72774","37,43123",8209.181655870485
8AEF000C29AA063211DEA376995FB4D0,"59,93161","30,477493",8291.672881355951
8AEF000C29AA063211DEA354D425E955,"59,90944","29,07699",8363.204160839177
B70500215ACCD74411E2D7E56BD86E78,"55,73093","37,48364",8513.27545454549
AB6800215ACCD74411E09D6107B762B8,"59,391831","28,607577",8705.359160839125
A3B3D8D385ACDF0C11E2EAF8B5B30011,"55,69978","37,73235",8733.053185483906
AD5C0025B3DEFD1411DFA69F47F31032,"59,55311","30,10419",8925.748111888122
B7BB00215ACCD74411E2CC496E21B773,"55,31084","37,55368",9056.946255319182
B70500215ACCD74411E2D3E868D499C1,"55,84171","37,42341",9083.86195312509
A4F6D8D385ACDF0C11E470C08BB98C00,"55,84892","38,67564",9115.27461538474
B70500215ACCD74411E2D3EA15B1B21F,"55,85814","37,48762",9194.44678321663
A3B3D8D385ACDF0C11E2E56C835E370E,"55,69244","36,21324",9300.157027972196
B7BB00215ACCD74411E2CDAFE6205463,"55,81481","37,78181",9383.212509091023
B5F8D8D385ACDF0C11E2DCE852B792F1,"55,07828","37,95295",9420.25332167845
A3B3D8D385ACDF0C11E2EB00A6011919,"55,90762","38,04749",9427.038124999955
B7BB00215ACCD74411E2CD0B0D3FF6DA,"55,56161","37,55638",9478.33630662021
B5F8D8D385ACDF0C11E2DCE0E99E518C,"56,00283","37,87237",9583.397657342743
B7BB00215ACCD74411E2CDAF879AC375,"55,73241","37,69563",9647.32287449398
BEC600237DF16DDC11E54D5BF2E88E00,"55,97269","37,46213",9657.227587412766
B5F8D8D385ACDF0C11E2DCE5BC3656EF,"55,70678","37,39392",9666.829055943954
9D5800215ACCD74411E2346469B124F1,"59,81656","30,32514",9695.731083915993
A3B3D8D385ACDF0C11E2E7C9AF072413,"55,38541","36,78391",9698.769580419617
B70500215ACCD74411E2D4C5994D6762,"55,90741","37,58837",9751.981052631452
A3B3D8D385ACDF0C11E30F1B028A0521,"55,15345","37,55002",9755.650174825287
A3B3D8D385ACDF0C11E2EA3F2E105E71,"55,89946","37,49011",9850.940629370742
A3B3D8D385ACDF0C11E2DEEFCAB4280E,"55,9906","36,27069",9851.319265734266
B7BB00215ACCD74411E2CCF905ADA25C,"55,65111","37,47842",9859.1103496502
A3B3D8D385ACDF0C11E30F1AA0926320,"55,15148","37,54971",9875.242762237856
88F3000C29AA063211DE993DA6B96A01,"59,8109","30,16861",9888.519649122765
A3B3D8D385ACDF0C11E2E7CA30849D1F,"54,46055","38,72748",9911.096188811249
A3B3D8D385ACDF0C11E2EAF7B89153C3,"55,63178","37,46665",9979.803041957855
B7BB00215ACCD74411E2CCFDD20C66A8,"55,65465","37,44172",10033.248695652217
8AEF000C29AA063211DE9E0DF9B8F9E5,"60,02255","30,26662",10063.69653846152
B7BB00215ACCD74411E2CD10A8720C6B,"55,57072","37,56089",10098.552797202667
A3B3D8D385ACDF0C11E2E887E4B62B5C,"55,30897","38,6082",10119.234755244877
AD5C0025B3DEFD1411DFA69F47F3103E,"59,90497","31,06712",10140.78290209791
A3B3D8D385ACDF0C11E2EAF5D46A937B,"55,4959","36,02133",10237.000000000186
A3B3D8D385ACDF0C11E2EA3EC47625D7,"56,41013","37,64574",10293.849755244975
B70500215ACCD74411E2D7FFBF825FBB,"56,00838","37,16779",10353.40237762261
B5F8D8D385ACDF0C11E2DCE66565BF35,"55,65642","37,29578",10431.085419580551
B5F8D8D385ACDF0C11E2DCD611DBF442,"54,93639","37,53007",10444.415034965137
8AEF000C29AA063211DE9E0DEFB8F195,"60,00774","30,24259",10481.050804195818
8AEF000C29AA063211DEA378578509C6,"60,01591","30,59181",10696.47087412588
A3B3D8D385ACDF0C11E2EAFC1C3A945B,"56,13417","37,06375",10699.366993007116
A7B200215ACCD74411E131DB5C7315A9,"59,56991","30,82703",10788.595069930076
A3B3D8D385ACDF0C11E2DE3AC6D5B7B0,"55,95925","37,41493",10801.385069930364
A3B3D8D385ACDF0C11E2E86758CA4CDC,"55,42479","37,61137",10966.249580419686
B70500215ACCD74411E2D7DFAD01E48D,"55,77972","37,86463",10987.735664335472
8AEF000C29AA063211DEA370B206D49C,"60,08279","30,35995",11011.397377622343
A3B3D8D385ACDF0C11E2EA3BFA255149,"55,09342","38,79246",11047.872587412874
A3B3D8D385ACDF0C11E2E7C3BDE53DC7,"55,61913","37,78221",11130.242447552202
A7B200215ACCD74411E1402EEEF71082,"59,796715","30,390179",11298.753181818174
A3B3D8D385ACDF0C11E2EA37E64EFCC0,"55,37176","36,7645",11368.095000000007
A3B3D8D385ACDF0C11E2E5699AA7D99B,"56,03725","35,49223",11485.937937063003
B7BB00215ACCD74411E2CC4A11D7BD44,"55,49648","36,02768",11535.25213286743
B7BB00215ACCD74411E2CD0A560E211E,"55,69082","37,56621",11549.582832167633
B7BB00215ACCD74411E2CF651A772A2E,"56,353528","36,748589",11575.311048951304
A3B3D8D385ACDF0C11E2DE38A06438D1,"55,61336","37,58905",11595.577237762078
A3B3D8D385ACDF0C11E30F1B4A090B97,"55,63225","37,46858",11856.25241258721
B7BB00215ACCD74411E2CCEACC48C571,"55,86206","37,46707",11900.450699300412
B0E300215ACCD74411E0B4346CDC90E6,"60,076986","30,271311",11925.759825174853
A7B200215ACCD74411E1402EEEF71084,"59,7878","30,39438",11938.209475524458
B7BB00215ACCD74411E2CE81F4EC92C8,"55,79853","37,69853",12056.207031801972
B70500215ACCD74411E2D41A5C5BC39F,"55,79858","37,53475",12161.542490421612
A3B3D8D385ACDF0C11E2EAFBCB6CE3B7,"55,62658","37,79987",12268.506048951287
B0E300215ACCD74411E0B4346CDC90F3,"59,96977","30,45644",12289.82814685319
8AEF000C29AA063211DEA376995FB4CC,"60,05347","30,37358",12345.879895104958
B5F8D8D385ACDF0C11E2DCD6FB283B07,"55,87982","38,0032",12493.032902098004
B5F8D8D385ACDF0C11E2DCD8B68DAE70,"55,93893","38,0302",12585.890804195966
A3B3D8D385ACDF0C11E2EA2A5D50C30D,"56,31968","36,69374",12683.863811189038
A3B3D8D385ACDF0C11E2EAF83B9C53BD,"55,63286","37,70168",12719.810489510224
A3B3D8D385ACDF0C11E2E85B38B59754,"56,04455","37,15701",12920.656503496657
A3B3D8D385ACDF0C11E2E7CD3357266A,"56,30395","37,47936",12980.222922535553
B70500215ACCD74411E2D4B37F561F73,"55,87233","37,44093",13148.208881118679
B70500215ACCD74411E2D7DD333AEF43,"55,57273","37,64113",13419.14709790179
B70500215ACCD74411E2D3E8BB26D2CC,"55,72991","37,48396",13809.642482517449
A3B3D8D385ACDF0C11E2E7CC5291B312,"55,47425","37,31186",13850.82321678336
A3B3D8D385ACDF0C11E2DEF05FAC9218,"56,0547","35,949",13980.130419580619
B70500215ACCD74411E2D4C7FC003C76,"55,91044","37,57872",14248.874335664028
B5F8D8D385ACDF0C11E2DCE0368713A0,"56,37933","37,52443",14301.961923077153
A3B3D8D385ACDF0C11E2E544CC1D6616,"55,373606","37,389973",14319.28010489565
B7BB00215ACCD74411E2CE85DEECE51F,"55,79271","37,59753",14509.82446428589
A3B3D8D385ACDF0C11E2EAFA37E1D709,"55,80134","37,38289",14511.058671328396
B5F8D8D385ACDF0C11E2DCD5F1DA9C9E,"55,87533","38,19988",14635.863251748146
A3B3D8D385ACDF0C11E2DEF0C637A3C2,"55,36256","39,0699",14692.598111888748
A3B3D8D385ACDF0C11E2EAFD02E07105,"55,65176","37,26225",15098.168391608799
A3B3D8D385ACDF0C11E2EB0035D3EED9,"55,39429","39,01792",15243.749790210491
A3B3D8D385ACDF0C11E2E86B7E6E4618,"55,54921","38,279",15793.080209790534
B5F8D8D385ACDF0C11E2DCD2630B21FC,"55,9031","36,89775",15832.609265734933
A3B3D8D385ACDF0C11E2E87F4F5BF16C,"55,11214","38,73937",15969.414685315429
A4F6D8D385ACDF0C11E470C13DDD47ED,"55,83052","38,97844",16083.973916084251
B7BB00215ACCD74411E2CDADC4C2E1BA,"55,70771","37,80037",16254.210333333296
A3B3D8D385ACDF0C11E2E86AFC8CD2FB,"55,11505","37,44703",16301.607097902743
B5F8D8D385ACDF0C11E2DCE07B3082B5,"54,91431","37,44719",16321.843111888802
A3B3D8D385ACDF0C11E2EB0500FD6F87,"55,40487","37,54593",17261.297167832396
B7BB00215ACCD74411E2CD080A1BF9CA,"55,58046","37,57307",18230.776118880927
A3B3D8D385ACDF0C11E2E7CFABFF4AB2,"55,89748","37,40067",20893.26884210585
